gene_names	gene_types	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8
ENSG00000184524	non_hk_gene	77	39	111	18	87	69	77	56
ENSG00000177542	non_hk_gene	314	261	303	207	288	224	404	247
ENSG00000177595	hk_gene	146	179	188	139	124	105	159	173
ENSG00000177600	hk_gene	44705	43358	50018	55748	43228	43104	57647	51977
ENSG00000177666	hk_gene	94	72	75	52	37	55	64	59
ENSG00000177685	hk_gene	278	143	173	212	151	128	69	68
ENSG00000177697	hk_gene	395	360	351	402	176	210	249	285
ENSG00000177700	hk_gene	12396	11710	15481	15098	13393	11863	13100	14496
ENSG00000214063	hk_gene	450	342	143	314	65	68	426	339
ENSG00000177830	hk_gene	2702	2419	3498	4480	3322	3030	3771	4076
ENSG00000183020	hk_gene	437	251	281	352	203	251	325	317
ENSG00000184956	hk_gene	0	0	1	1	1	3	0	1
ENSG00000198788	hk_gene	3	0	0	0	0	0	0	1
ENSG00000117983	hk_gene	7	1	3	11	1	2	1	1
ENSG00000078902	hk_gene	295	227	383	289	298	274	518	338
ENSG00000174672	non_hk_gene	152	152	181	310	169	169	229	283
ENSG00000182208	hk_gene	219	148	183	182	152	105	172	139
ENSG00000184545	hk_gene	6	12	4	7	6	4	2	7
ENSG00000244242	hk_gene	0	2	11	2	2	3	3	2
ENSG00000117984	hk_gene	1659	1483	2061	1165	1707	1425	2758	1362
ENSG00000130598	hk_gene	4	0	0	0	0	0	1	0
ENSG00000130592	hk_gene	1	3	4	4	1	5	4	3
ENSG00000214026	hk_gene	1893	683	524	360	209	258	2331	817
ENSG00000167244	hk_gene	14	9	8	19	6	4	21	14
ENSG00000180176	hk_gene	4	5	8	4	2	5	3	1
ENSG00000183734	hk_gene	8	1	1	4	8	1	3	7
ENSG00000110651	hk_gene	1882	1083	1399	1055	999	1045	1497	1207
ENSG00000184281	non_hk_gene	742	537	936	397	850	536	1234	493
ENSG00000053918	hk_gene	46	22	33	30	12	27	23	31
ENSG00000129757	hk_gene	103	59	57	105	50	65	48	42
ENSG00000254827	hk_gene	0	0	0	3	0	0	0	1
ENSG00000110628	non_hk_gene	44	41	7	50	30	18	42	59
ENSG00000181649	hk_gene	33	18	11	8	2	11	12	13
ENSG00000205531	hk_gene	5830	5281	7333	6416	6514	5758	7784	7183
ENSG00000110619	hk_gene	3416	3649	4438	5241	3875	4038	3427	4574
ENSG00000021762	hk_gene	45	33	38	36	38	23	30	25
ENSG00000005801	hk_gene	4423	3924	3867	4545	3255	3119	4648	4788
ENSG00000167311	hk_gene	378	276	298	307	252	239	163	310
ENSG00000129749	hk_gene	29	17	268	13	8	8	20	13
ENSG00000110713	hk_gene	2443	2738	2792	2720	2078	2386	2354	2426
ENSG00000148985	non_hk_gene	1811	1776	2171	2454	2046	2047	2666	2436
ENSG00000177105	hk_gene	1901	1609	1655	1828	1466	1756	1350	1417
ENSG00000167323	hk_gene	90	75	114	160	74	100	120	130
ENSG00000167325	hk_gene	4745	4248	5787	7080	5754	5718	5332	5900
ENSG00000132109	hk_gene	469	449	540	563	417	409	586	586
ENSG00000167333	non_hk_gene	190	126	209	156	153	121	278	236
ENSG00000182070	hk_gene	0	0	0	12	3	4	1	0
ENSG00000213931	hk_gene	0	0	0	7	1	9	0	1
ENSG00000175518	hk_gene	0	9	0	0	0	1	0	0
ENSG00000121236	hk_gene	826	868	734	851	546	464	518	572
ENSG00000258659	non_hk_gene	64	45	31	66	52	53	119	151
ENSG00000132256	hk_gene	1132	917	985	1348	892	852	568	573
ENSG00000132274	hk_gene	482	431	686	580	295	265	559	531
ENSG00000180988	hk_gene	1	3	1	0	0	0	2	1
ENSG00000051009	hk_gene	180	184	201	135	211	146	188	173
ENSG00000132259	hk_gene	0	0	2	4	2	0	0	3
ENSG00000110148	hk_gene	857	662	1083	315	542	408	608	666
ENSG00000170955	non_hk_gene	239	149	220	62	76	55	705	123
ENSG00000166311	hk_gene	37	19	37	16	30	12	66	38
ENSG00000166313	hk_gene	606	533	888	684	560	583	761	821
ENSG00000110169	hk_gene	7	3	1	2	2	2	1	3
ENSG00000110171	hk_gene	150	114	187	145	135	118	170	159
ENSG00000132254	hk_gene	1316	1374	1725	1419	1495	1385	1451	1347
ENSG00000132286	hk_gene	974	994	1491	1114	1144	983	1454	1020
ENSG00000179532	hk_gene	41	48	56	64	33	41	36	48
ENSG00000132275	hk_gene	479	556	618	711	604	551	676	544
ENSG00000166333	non_hk_gene	3591	3176	4029	5710	3821	3676	5833	5562
ENSG00000166337	hk_gene	943	695	713	712	648	519	841	628
ENSG00000166340	hk_gene	711	513	791	821	573	578	697	716
ENSG00000166341	hk_gene	252	157	328	123	159	124	160	204
ENSG00000158042	hk_gene	4620	4383	4835	5310	4228	3834	6310	5351
ENSG00000149054	hk_gene	365	283	344	609	459	426	403	451
ENSG00000149050	non_hk_gene	50	46	109	93	92	73	123	82
ENSG00000158077	hk_gene	1	0	6	5	2	3	0	4
ENSG00000170743	non_hk_gene	44	24	41	24	29	53	72	50
ENSG00000183801	hk_gene	9	1	1	11	2	5	3	6
ENSG00000166387	hk_gene	219	128	158	227	170	103	99	119
ENSG00000166394	hk_gene	1360	1355	1796	1880	1454	1366	1548	1619
ENSG00000175390	non_hk_gene	9109	8339	9173	8774	9071	7613	11235	9143
ENSG00000166402	hk_gene	384	443	424	469	258	304	305	523
ENSG00000166405	non_hk_gene	184	184	274	232	224	190	293	196
ENSG00000166407	hk_gene	14	1	18	4	4	7	5	14
ENSG00000130413	non_hk_gene	616	503	777	760	838	699	816	646
ENSG00000166436	hk_gene	77	50	82	60	40	52	66	91
ENSG00000166441	hk_gene	31848	29479	40030	43165	32021	31149	43342	48849
ENSG00000166444	hk_gene	556	485	415	446	263	325	411	325
ENSG00000166452	hk_gene	919	791	1059	1060	1004	943	2086	1688
ENSG00000175348	hk_gene	436	307	569	576	607	494	633	458
ENSG00000175352	hk_gene	341	252	322	234	241	255	205	229
ENSG00000175356	hk_gene	4	11	13	4	5	2	1	7
ENSG00000184014	hk_gene	659	415	556	559	434	413	571	517
ENSG00000166471	hk_gene	1248	1115	1269	1187	1243	1074	1237	962
ENSG00000205339	hk_gene	4227	3228	3552	4395	3416	3166	3543	3501
ENSG00000268403	non_hk_gene	0	6	1	2	3	6	8	5
ENSG00000166478	hk_gene	1181	1055	1117	1488	1062	933	1113	1287
ENSG00000166483	hk_gene	1814	1328	1439	1489	1275	1368	1330	1042
ENSG00000133789	hk_gene	2291	1623	1635	2275	1672	1739	2441	1976
ENSG00000133812	hk_gene	468	383	376	419	290	354	390	389
ENSG00000148926	non_hk_gene	2224	1723	2123	2996	2957	2485	2719	2860
ENSG00000133805	hk_gene	39	35	23	27	18	20	18	15
ENSG00000255823	non_hk_gene	4011	3785	4086	5520	4400	4145	5438	5351
ENSG00000110315	hk_gene	1513	1136	1432	1840	1194	1331	2088	1852
ENSG00000133800	hk_gene	0	4	0	0	0	1	0	0
ENSG00000072952	hk_gene	63	36	56	57	37	19	63	55
ENSG00000198730	non_hk_gene	2274	1565	2048	2502	2090	1887	2848	2164
ENSG00000110321	hk_gene	15077	15240	18400	16711	15307	13208	20770	20307
ENSG00000236287	hk_gene	1500	1189	1469	1139	1326	957	1636	1180
ENSG00000110328	hk_gene	155	90	99	170	57	96	42	59
ENSG00000254598	hk_gene	465	266	364	325	290	305	389	282
ENSG00000170242	hk_gene	1122	952	1146	1027	926	911	1521	1070
ENSG00000050165	hk_gene	444	287	418	328	249	225	481	435
ENSG00000133816	non_hk_gene	30	98	91	59	40	40	149	61
ENSG00000133808	hk_gene	10	4	1	2	0	4	1	2
ENSG00000197702	non_hk_gene	252	263	216	308	222	232	371	271
ENSG00000187079	hk_gene	974	700	985	982	793	849	783	729
ENSG00000133794	hk_gene	212	137	195	142	59	63	99	117
ENSG00000148925	non_hk_gene	789	643	1007	1193	908	820	1080	1133
ENSG00000197601	hk_gene	1929	1605	1798	2333	1746	1632	2298	1899
ENSG00000133818	hk_gene	1959	1460	1603	1566	1445	1144	1167	989
ENSG00000129083	hk_gene	3358	2737	3291	3794	2909	2780	3789	3757
ENSG00000129084	hk_gene	7195	6708	7686	8567	7023	6520	9718	7990
ENSG00000152270	hk_gene	246	133	143	137	129	116	116	141
ENSG00000186104	hk_gene	214	155	199	168	102	116	155	181
ENSG00000175868	hk_gene	762	531	674	861	613	632	433	936
ENSG00000110680	non_hk_gene	13	4	38	7	11	14	78	17
ENSG00000188487	hk_gene	20	12	4	3	5	5	0	5
ENSG00000110693	non_hk_gene	5	10	4	7	7	10	32	25
ENSG00000110696	hk_gene	27356	26345	34314	37389	28735	25311	42049	34123
ENSG00000166689	non_hk_gene	142	129	249	142	148	167	159	159
ENSG00000110700	hk_gene	30795	26321	29988	37209	27302	25538	36796	32852
ENSG00000011405	hk_gene	3096	2577	2958	3076	2596	2629	3050	2700
ENSG00000070081	non_hk_gene	1206	896	1213	1139	1093	949	1631	1598
ENSG00000188211	non_hk_gene	15	9	5	7	10	9	23	36
ENSG00000187486	hk_gene	28	33	36	36	19	33	30	35
ENSG00000006071	non_hk_gene	6	6	16	13	8	13	13	18
ENSG00000006611	hk_gene	53	23	14	31	15	36	1	35
ENSG00000188162	hk_gene	21	5	13	4	8	5	1	9
ENSG00000129159	non_hk_gene	5	2	7	0	4	2	12	6
ENSG00000129158	hk_gene	686	529	599	866	610	587	687	745
ENSG00000129167	non_hk_gene	10	2	4	0	10	3	5	11
ENSG00000166788	hk_gene	3942	2976	4420	4923	3761	3775	4269	4345
ENSG00000189332	hk_gene	14	2	4	4	0	2	2	0
ENSG00000173432	hk_gene	1	2	14	2	2	2	11	0
ENSG00000110756	hk_gene	583	426	435	452	316	375	587	544
ENSG00000110768	hk_gene	1064	1208	1166	1377	1092	1048	1505	1342
ENSG00000134333	hk_gene	28656	18930	18456	21227	18119	14667	28405	24051
ENSG00000166796	hk_gene	14	9	4	77	41	66	1	10
ENSG00000166800	hk_gene	0	0	0	5	0	1	1	1
ENSG00000074319	hk_gene	3098	2582	3185	2999	2732	2269	3550	3008
ENSG00000151116	hk_gene	286	335	357	312	249	264	298	222
ENSG00000179119	hk_gene	405	365	455	536	531	413	620	516
ENSG00000151117	hk_gene	32	13	16	11	11	9	22	35
ENSG00000179057	hk_gene	1	3	3	5	1	7	7	5
ENSG00000110786	non_hk_gene	85	57	128	71	144	136	81	99
ENSG00000177054	hk_gene	1268	951	1232	1487	976	945	1075	1352
ENSG00000129173	non_hk_gene	211	185	214	177	138	137	284	303
ENSG00000166833	hk_gene	967	1057	1343	951	1026	919	1071	866
ENSG00000109854	hk_gene	1751	1117	1514	1522	1108	927	1366	1456
ENSG00000185238	hk_gene	1543	1255	1469	1571	1278	1199	1682	1791
ENSG00000165973	hk_gene	14	9	13	7	1	1	1	2
ENSG00000171714	hk_gene	173	125	145	123	95	171	82	161
ENSG00000091664	hk_gene	43	69	39	25	19	19	4	14
ENSG00000183161	hk_gene	1455	1343	1744	1600	1797	1435	1699	1489
ENSG00000229387	non_hk_gene	11	8	10	6	10	12	25	5
ENSG00000148935	hk_gene	32	28	6	11	7	8	10	9
ENSG00000198168	hk_gene	701	616	699	872	682	581	763	1023
ENSG00000187398	non_hk_gene	22	17	35	19	17	16	59	54
ENSG00000134343	hk_gene	14	4	12	10	14	1	1	8
ENSG00000148942	hk_gene	76	62	22	12	16	19	15	39
ENSG00000176971	hk_gene	17	15	11	6	2	23	6	22
ENSG00000109881	hk_gene	2153	1601	2836	2198	2374	1828	2596	2244
ENSG00000205213	hk_gene	1133	1067	1130	944	842	785	1116	749
ENSG00000148943	hk_gene	2816	2438	2674	3582	2418	2132	2901	3090
ENSG00000176697	hk_gene	208	105	100	147	92	73	96	48
ENSG00000121621	hk_gene	1255	1043	1196	1562	975	920	1350	1322
ENSG00000169519	hk_gene	631	578	573	792	498	517	631	686
ENSG00000182255	hk_gene	0	3	1	0	1	1	0	0
ENSG00000152219	hk_gene	2494	1760	2383	2334	2145	1841	2504	2196
ENSG00000066382	hk_gene	48	67	64	80	44	43	42	29
ENSG00000170959	non_hk_gene	19	9	10	24	26	16	10	14
ENSG00000170946	hk_gene	614	509	609	735	423	523	662	685
ENSG00000148950	hk_gene	1755	1259	1659	1666	1395	1150	2056	1623
ENSG00000109911	hk_gene	1052	956	1144	1542	1153	1039	1280	1288
ENSG00000007372	non_hk_gene	2	8	11	18	6	7	12	13
ENSG00000049449	non_hk_gene	2004	955	1399	1040	1231	1275	2641	2028
ENSG00000184937	hk_gene	2	1	0	0	0	3	0	1
ENSG00000149100	hk_gene	17434	15455	17198	21765	16127	14443	19715	19642
ENSG00000186714	hk_gene	2	3	1	3	0	6	2	2
ENSG00000135378	hk_gene	30	51	23	33	16	24	18	38
ENSG00000060749	hk_gene	2541	1950	2415	1897	1971	1867	2486	1812
ENSG00000121690	hk_gene	374	367	356	639	391	357	336	545
ENSG00000176148	non_hk_gene	184	141	200	188	211	170	214	199
ENSG00000176102	hk_gene	2953	2241	2756	3732	2914	2612	2915	3403
ENSG00000110422	hk_gene	206	176	154	155	140	142	205	113
ENSG00000110427	hk_gene	54	45	45	35	17	37	21	20
ENSG00000085063	non_hk_gene	1848	1663	2207	2778	2147	2045	2614	2944
ENSG00000110429	hk_gene	897	767	967	1134	908	829	929	1004
ENSG00000135363	non_hk_gene	12	23	13	18	13	15	29	29
ENSG00000135387	hk_gene	4940	4384	5423	4557	4026	3959	5307	5094
ENSG00000135372	hk_gene	2058	2018	2639	2772	2802	2418	3486	2823
ENSG00000166016	hk_gene	148	85	217	139	199	204	148	68
ENSG00000121691	hk_gene	663	327	381	623	421	399	401	563
ENSG00000149089	hk_gene	1359	1337	1624	1557	1233	1124	2110	1883
ENSG00000110435	hk_gene	1436	1302	1385	2288	1665	1410	1819	1609
ENSG00000026508	hk_gene	191	243	248	233	217	174	140	170
ENSG00000110436	hk_gene	33	11	14	17	12	28	10	8
ENSG00000149090	hk_gene	168	143	217	200	111	137	69	137
ENSG00000179431	hk_gene	218	97	190	90	89	117	215	90
ENSG00000166326	hk_gene	949	632	855	628	771	619	1009	612
ENSG00000179241	non_hk_gene	385	312	399	395	346	321	603	600
ENSG00000110442	hk_gene	2734	2594	3419	4286	3293	2960	4535	3958
ENSG00000135362	non_hk_gene	121	60	58	103	101	111	74	101
ENSG00000175104	hk_gene	289	277	336	273	239	237	412	390
ENSG00000166349	hk_gene	1	9	6	4	1	1	0	0
ENSG00000166352	hk_gene	1559	1248	1562	694	767	641	2152	2443
ENSG00000148948	hk_gene	77	79	114	71	85	53	72	121
ENSG00000166181	hk_gene	4832	4635	5457	6639	4606	4298	6852	6767
ENSG00000052841	hk_gene	1519	1459	1775	1750	1236	1314	1595	1593
ENSG00000149084	hk_gene	2982	1966	2981	2656	2475	2302	4374	3150
ENSG00000166199	hk_gene	234	292	381	392	400	405	657	607
ENSG00000187479	hk_gene	3	1	4	5	3	2	3	3
ENSG00000110455	hk_gene	45	9	30	29	14	21	27	17
ENSG00000151348	hk_gene	970	762	1040	1143	1012	954	1320	1095
ENSG00000052850	hk_gene	0	4	2	2	1	1	3	0
ENSG00000085117	hk_gene	454	251	302	512	259	373	82	203
ENSG00000157570	hk_gene	398	266	208	361	121	144	489	863
ENSG00000175274	hk_gene	1072	1008	1378	796	673	656	550	616
ENSG00000019485	non_hk_gene	3	15	21	9	8	10	12	13
ENSG00000019505	hk_gene	642	467	448	668	500	524	228	474
ENSG00000175264	non_hk_gene	30	10	2	23	20	15	5	18
ENSG00000181830	hk_gene	423	210	208	270	239	184	173	254
ENSG00000121671	hk_gene	168	185	305	274	304	290	305	228
ENSG00000121653	non_hk_gene	164	149	349	237	416	315	166	184
ENSG00000234776	hk_gene	0	1	0	3	2	1	2	2
ENSG00000121680	hk_gene	457	378	336	422	287	214	784	424
ENSG00000165905	hk_gene	1282	865	1141	1320	1141	1166	943	1016
ENSG00000135365	hk_gene	545	426	741	454	537	527	301	358
ENSG00000157613	hk_gene	118	73	115	98	90	80	53	77
ENSG00000149091	hk_gene	898	677	861	911	434	353	661	648
ENSG00000110492	non_hk_gene	21288	18512	31221	18524	23136	20115	33585	28192
ENSG00000180720	hk_gene	0	0	2	0	0	3	0	2
ENSG00000110497	hk_gene	412	537	515	625	414	408	631	479
ENSG00000180423	non_hk_gene	183	178	240	210	175	147	308	193
ENSG00000175224	hk_gene	1622	1898	2030	2507	1802	1619	2672	2572
ENSG00000175220	non_hk_gene	693	774	1020	815	779	727	1125	884
ENSG00000175213	hk_gene	410	434	587	408	419	369	906	586
ENSG00000180210	hk_gene	0	2	1	8	0	2	0	2
ENSG00000175216	hk_gene	3088	2429	2787	3236	2450	2418	3455	3239
ENSG00000134569	hk_gene	554	334	406	402	309	263	200	244
ENSG00000149179	non_hk_gene	1574	1235	1601	1757	1337	1321	2025	2193
ENSG00000149182	hk_gene	1778	1978	2843	2579	2399	2039	4001	3350
ENSG00000165912	hk_gene	514	386	478	338	297	297	221	240
ENSG00000134574	hk_gene	1530	1250	1409	2105	1007	1257	676	1067
ENSG00000134575	non_hk_gene	649	679	801	775	818	617	986	1150
ENSG00000025434	non_hk_gene	541	484	653	534	555	523	926	679
ENSG00000110514	hk_gene	757	583	796	762	608	643	582	611
ENSG00000134571	non_hk_gene	3	2	5	3	6	5	5	3
ENSG00000066336	hk_gene	0	0	0	3	0	1	0	2
ENSG00000165915	non_hk_gene	388	278	355	239	259	249	534	329
ENSG00000165916	hk_gene	10027	10046	12590	14045	11753	11007	17999	15040
ENSG00000165917	hk_gene	1	1	10	5	4	3	0	0
ENSG00000149187	hk_gene	5219	4173	4759	4639	3729	3846	4321	4206
ENSG00000213619	hk_gene	4507	3695	5211	4294	4582	3993	6002	4736
ENSG00000110536	hk_gene	180	107	140	140	135	134	179	152
ENSG00000123444	hk_gene	909	1099	1609	1293	1351	1170	1788	1406
ENSG00000231880	hk_gene	5	2	1	0	0	0	0	1
ENSG00000172247	hk_gene	18	3	12	10	1	2	5	3
ENSG00000109919	hk_gene	8151	6757	9139	8690	7666	7057	9919	8820
ENSG00000165923	non_hk_gene	25	39	32	41	41	37	61	36
ENSG00000109920	hk_gene	891	549	725	525	424	436	1158	716
ENSG00000030066	hk_gene	3812	3708	3957	5440	3746	3741	5023	4552
ENSG00000149177	non_hk_gene	40	33	43	41	38	33	54	41
ENSG00000086205	hk_gene	22	37	49	12	18	5	9	57
ENSG00000183908	non_hk_gene	39	12	32	34	24	24	38	32
ENSG00000134817	non_hk_gene	11	15	8	2	8	7	13	7
ENSG00000149115	hk_gene	748	544	739	498	439	514	787	555
ENSG00000149136	hk_gene	6869	4309	5658	5784	4667	5051	6649	5754
ENSG00000109991	non_hk_gene	0	0	0	1	5	0	6	5
ENSG00000254979	hk_gene	0	1	3	0	0	0	0	1
ENSG00000134802	hk_gene	877	717	926	988	832	787	614	773
ENSG00000186907	hk_gene	151	82	141	61	86	107	55	83
ENSG00000149150	non_hk_gene	297	271	321	322	286	287	310	345
ENSG00000134809	hk_gene	6920	6652	8139	8481	6558	6370	5281	5498
ENSG00000214872	hk_gene	11	2	15	12	1	17	5	13
ENSG00000156587	hk_gene	2189	1967	2403	3659	2111	1993	1967	2818
ENSG00000149131	hk_gene	1984	2048	2813	2448	1754	1649	2103	2712
ENSG00000166793	non_hk_gene	70	14	46	31	39	37	44	30
ENSG00000172409	hk_gene	1412	1388	1611	2161	1549	1320	1482	1836
ENSG00000156599	hk_gene	900	810	998	987	833	829	1240	1058
ENSG00000156603	hk_gene	512	497	583	507	570	413	783	562
ENSG00000213593	hk_gene	1594	1271	1449	1536	1226	1194	1578	1468
ENSG00000211450	hk_gene	6056	4101	5769	3908	4527	3715	8296	5446
ENSG00000233436	hk_gene	0	0	2	0	4	0	6	0
ENSG00000198561	hk_gene	2606	2439	3099	3350	2655	2638	3059	3117
ENSG00000110031	non_hk_gene	63	37	53	50	48	36	74	72
ENSG00000186660	hk_gene	559	409	534	420	401	400	466	384
ENSG00000242689	hk_gene	5	1	3	3	3	2	0	6
ENSG00000156689	non_hk_gene	0	7	3	3	6	8	2	7
ENSG00000166840	non_hk_gene	158	107	193	256	150	138	178	273
ENSG00000189057	hk_gene	1336	906	832	1506	740	768	1305	1328
ENSG00000166801	hk_gene	968	722	873	1047	1023	868	620	851
ENSG00000110042	hk_gene	246	248	307	244	190	216	228	218
ENSG00000110048	hk_gene	844	684	737	807	536	679	839	706
ENSG00000166889	hk_gene	301	238	288	228	172	178	267	213
ENSG00000166900	hk_gene	977	799	867	1040	628	877	658	791
ENSG00000166902	hk_gene	4457	4425	4339	4795	4437	3909	7624	6888
ENSG00000110077	hk_gene	5	1	0	0	0	6	0	0
ENSG00000071203	hk_gene	0	2	0	6	2	0	2	2
ENSG00000166961	hk_gene	12	21	23	11	3	14	5	12
ENSG00000110104	hk_gene	2590	2293	2801	2525	3041	2254	4693	2985
ENSG00000183134	hk_gene	21	13	10	15	8	15	26	10
ENSG00000110107	hk_gene	3157	3203	5300	4401	3437	3960	5740	4656
ENSG00000110108	non_hk_gene	631	565	731	596	618	520	1248	759
ENSG00000006118	non_hk_gene	238	166	220	153	209	190	217	209
ENSG00000110446	hk_gene	270	183	221	208	171	131	120	162
ENSG00000013725	non_hk_gene	0	0	0	2	0	3	2	3
ENSG00000167987	non_hk_gene	181	148	146	171	177	160	219	143
ENSG00000229859	hk_gene	10	16	16	3	7	4	1	14
ENSG00000229183	hk_gene	1	5	0	0	1	0	0	0
ENSG00000167992	hk_gene	72	42	45	70	66	49	36	25
ENSG00000167986	hk_gene	6184	6214	7236	7871	6288	6055	8077	8367
ENSG00000149476	non_hk_gene	548	561	724	428	580	523	1504	1054
ENSG00000162144	non_hk_gene	584	605	829	807	646	659	826	791
ENSG00000149483	hk_gene	1302	1281	1635	1465	1309	1166	1818	1395
ENSG00000187049	hk_gene	1752	1593	2074	1640	1480	1420	1971	1934
ENSG00000149532	hk_gene	933	985	1126	1064	863	852	1337	1113
ENSG00000256591	hk_gene	2	0	0	4	0	1	0	3
ENSG00000167985	hk_gene	271	295	275	251	218	272	306	257
ENSG00000162148	hk_gene	11	7	1	8	4	5	0	2
ENSG00000204950	hk_gene	21	3	6	8	7	8	0	1
ENSG00000011347	hk_gene	153	103	106	94	51	90	38	66
ENSG00000134780	hk_gene	170	99	126	74	85	69	114	108
ENSG00000124920	hk_gene	107	51	61	69	41	67	28	71
ENSG00000134825	hk_gene	18699	15840	20715	23459	18268	16315	24269	21020
ENSG00000168496	hk_gene	5976	6609	8075	8193	6572	5873	7821	8454
ENSG00000134824	non_hk_gene	4372	3875	5393	4704	4612	4241	6621	5465
ENSG00000149485	non_hk_gene	10408	9609	12596	12131	10413	10300	13910	14024
ENSG00000221968	hk_gene	318	166	188	325	161	172	240	266
ENSG00000167994	hk_gene	34	23	40	28	20	29	24	24
ENSG00000167995	hk_gene	14	11	15	13	14	9	20	3
ENSG00000167996	hk_gene	53181	30501	44906	31673	6634	8276	104902	64516
ENSG00000269089	hk_gene	0	1	10	3	0	0	0	1
ENSG00000149503	hk_gene	257	125	216	186	130	116	195	176
ENSG00000162174	non_hk_gene	736	476	811	956	974	980	1275	1469
ENSG00000124942	hk_gene	9	10	15	22	9	14	6	18
ENSG00000254772	hk_gene	4	6	2	0	3	0	0	0
ENSG00000255508	hk_gene	41	9	19	24	21	2	18	17
ENSG00000149016	hk_gene	345	328	463	387	431	336	554	481
ENSG00000149480	hk_gene	387	425	553	441	389	494	520	546
ENSG00000149499	hk_gene	48	17	30	28	8	15	32	21
ENSG00000149489	non_hk_gene	43	39	27	26	27	35	27	51
ENSG00000149541	non_hk_gene	497	321	605	352	476	484	676	522
ENSG00000089597	hk_gene	1757	1312	2403	2017	1887	1798	2296	2179
ENSG00000185085	non_hk_gene	517	454	697	480	448	473	793	652
ENSG00000162194	non_hk_gene	5958	4682	5797	7202	5295	4699	11312	9526
ENSG00000214756	non_hk_gene	1052	907	1154	1506	892	874	2215	1960
ENSG00000204922	hk_gene	3896	3448	4293	2945	3931	3006	5768	4534
ENSG00000162191	non_hk_gene	5988	5353	6518	6763	6078	5771	8135	7418
ENSG00000168000	non_hk_gene	1528	1878	2292	2564	2138	1930	2240	2116
ENSG00000162188	hk_gene	567	574	1205	717	973	866	671	878
ENSG00000214753	hk_gene	733	713	852	948	821	774	794	850
ENSG00000162222	hk_gene	856	652	796	1090	725	759	944	1107
ENSG00000185670	hk_gene	1001	717	823	674	627	667	665	575
ENSG00000168002	hk_gene	8081	9091	10919	11053	9705	8893	15143	10864
ENSG00000162227	non_hk_gene	72	31	63	42	64	27	114	32
ENSG00000168569	hk_gene	2228	1866	2007	2061	1669	1655	2528	1929
ENSG00000185475	hk_gene	771	717	849	901	638	575	1013	732
ENSG00000162231	hk_gene	1613	1768	2379	2264	1836	1828	2299	2286
ENSG00000162236	hk_gene	107	93	119	102	107	147	167	136
ENSG00000133316	hk_gene	4090	4141	5541	4334	4530	4267	6000	4115
ENSG00000168003	non_hk_gene	15000	13521	15611	15800	15356	14723	20087	16701
ENSG00000168004	non_hk_gene	47	25	36	98	66	41	144	92
ENSG00000133317	non_hk_gene	4	20	21	19	26	15	38	30
ENSG00000133321	non_hk_gene	6	0	1	7	4	7	20	11
ENSG00000176485	non_hk_gene	1432	1443	1331	2804	2200	2013	4018	2626
ENSG00000184743	non_hk_gene	508	507	503	791	571	458	786	646
ENSG00000133318	hk_gene	4189	3020	3489	3650	3639	3040	3893	3796
ENSG00000168005	non_hk_gene	260	226	317	243	251	252	318	306
ENSG00000072518	hk_gene	389	265	347	253	249	205	469	286
ENSG00000167771	hk_gene	707	540	1473	667	1536	1117	644	695
ENSG00000110583	non_hk_gene	750	852	1176	968	1021	889	1504	1180
ENSG00000176340	hk_gene	3392	2489	3113	3550	2354	2571	3490	3275
ENSG00000167770	hk_gene	821	762	998	641	868	661	966	631
ENSG00000133315	hk_gene	160	92	59	85	46	76	58	71
ENSG00000126500	hk_gene	35	15	16	12	7	5	8	2
ENSG00000168439	hk_gene	8850	8235	18502	15009	16536	15352	12844	12066
ENSG00000149781	non_hk_gene	9	16	28	28	25	32	26	28
ENSG00000149743	hk_gene	1147	886	1181	1201	963	945	1291	1240
ENSG00000149761	hk_gene	1402	1170	1391	971	1241	939	1692	1187
ENSG00000110011	hk_gene	89	55	93	43	59	49	113	83
ENSG00000173511	hk_gene	242	127	116	156	87	101	158	139
ENSG00000173486	non_hk_gene	5837	4842	6896	6416	5837	5425	8113	6700
ENSG00000173457	hk_gene	1301	969	1262	1085	986	949	1430	1187
ENSG00000149782	hk_gene	410	223	332	229	207	188	328	179
ENSG00000002330	hk_gene	476	389	444	287	401	314	945	432
ENSG00000173264	non_hk_gene	164	133	159	152	110	140	211	143
ENSG00000182450	hk_gene	0	0	0	4	2	1	0	0
ENSG00000219435	non_hk_gene	26	13	23	28	32	24	33	45
ENSG00000173153	hk_gene	424	309	248	307	202	197	261	240
ENSG00000173113	hk_gene	20345	17332	21100	27152	19707	18194	27519	23777
ENSG00000126432	hk_gene	13372	11489	14962	14754	12838	12256	20321	17991
ENSG00000168071	non_hk_gene	97	25	57	47	50	43	56	81
ENSG00000162302	hk_gene	146	70	351	97	305	273	112	78
ENSG00000168065	hk_gene	0	1	5	1	1	2	0	2
ENSG00000110076	hk_gene	156	106	162	120	158	110	60	123
ENSG00000068831	hk_gene	709	423	644	608	581	667	282	290
ENSG00000068976	hk_gene	318	230	225	219	153	125	86	138
ENSG00000168066	hk_gene	2494	2024	2975	2196	2462	2370	2533	2086
ENSG00000168067	hk_gene	171	114	151	116	71	80	173	145
ENSG00000133895	hk_gene	758	641	797	667	499	497	981	609
ENSG00000171219	hk_gene	130	124	143	188	89	82	88	84
ENSG00000110047	non_hk_gene	331	279	378	390	386	366	469	342
